ID,NOM_TL,ADRESSE,CP,COMINIT,INSEECOM,NOMCOM,WEB,TWITTER,FACEBOOK,TYPO,LAT,LONG,GEOCOD,PRECISION,CONTACT,MAIL,METRO,NOMMETRO,INSEEREG,NOMREG,INSEEMETRO,INSEEDEP,NOMCOMMETRO,POPCOM,COMCLASS,INSEE_ZE,NOM_ZE,CLASS_ZE,POP_ZE
400,La Nouvelle mine,62 Avenue Ferdinand Arnaud,13850,GREASQUE,13046,Gréasque,http://www.lanouvellemine.fr,,,Tiers lieux à dominante coworking,43.436627,5.535868,Avenue Ferdinand Arnaud 13850 Gréasque,0.84,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13046,13,Gréasque,4033,0-5000,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
401,L'archipel,31 Rue Chevalier Paul,83000,TOULON,83137,Toulon,https://www.archipel-toulon.fr/,,,Tiers lieux à dominante coworking,43.121723,5.930736,31 Rue Chevalier Paul 83000 Toulon,0.94,,,1,Métropole Toulon-Provence-Méditerranée,93,Provence-Alpes-Côte d'Azur,83137,83,Toulon,165584,100000 et plus,9315,TOULON,500 000-6 000 000,614384
402,L'atelier des collines,Esplanade François Mitterrand,0,MANOSQUE,0,Manosque,http://latelierdescollines.org,,,Tiers lieux à dominante coworking,43.831813,5.786074,PLACE A LA MAIN,0.99,,,0,,93,Provence-Alpes-Côte d'Azur,04112,04,Manosque,21941,20000-50000,9302,MANOSQUE,50 000-100 000,82729
403,L'Avantposte,6 place Martin Bret,0,FORCALQUIER,04088,Forcalquier,http://www.lavantposte.net/,,,Tiers lieux à dominante coworking,43.96056,5.781321,6 Place Martin Bret 04300 Forcalquier,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,04088,04,Forcalquier,4910,0-5000,9302,MANOSQUE,50 000-100 000,82729
404,Le Bistrographe,78 Boulevard de la Corderie,13007,MARSEILLE,13207,Marseille,http://www.lebistrographe.com/,,,Tiers lieux à dominante coworking,43.290277,5.368755,78 Boulevard de la Corderie 13007 Marseille,0.95,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
405,Le Carburateur,211 Chemin de la Madrague-Ville,13015,MARSEILLE,13215,Marseille,http://www.le-carburateur.fr/,,,Tiers lieux à dominante coworking,43.331111,5.359036,211 Chemin de la Madrague Ville 13015 Marseille,0.95,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
406,LE SPOT MULTIBURO,565 Avenue du Prado,13008,MARSEILLE,13208,Marseille,http://www.lespotmultiburo.com/project/marseille-coworking-telecentre-bureau-partage-tiers-lieu/,,,Tiers lieux à dominante coworking,43.262985,5.376936,565 Avenue du Prado 13008 Marseille,0.95,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
407,Le Studio Workspace,100 Boulevard Vauban,13006,MARSEILLE,13206,Marseille,http://lestudio-workspace.com/,,,Tiers lieux à dominante coworking,43.282867,5.374263,100 Boulevard Vauban 13006 Marseille,0.95,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
408,Le Wagon,167 Rue Paradis,13006,MARSEILLE,13206,Marseille,https://www.lewagon.com/fr,,,Tiers lieux à dominante coworking,43.286366,5.379848,167 Rue Paradis 13006 Marseille,0.95,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
409,Les Potentielles,128 Boulevard de la Libération,13004,MARSEILLE,13204,Marseille,http://potentielles.fr/,,,Tiers lieux à dominante coworking,43.301313,5.392395,128 Boulevard de la Libération 13004 Marseille,0.95,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
410,Les Satellites,15 Avenue Georges Clemenceau,0,NICE,06088,Nice,https://www.lessatellites.fr/,,,Tiers lieux à dominante coworking,43.701694,7.264369,15 Avenue Georges Clemenceau 06000 Nice,0.94,,,1,Métropole Nice Côte d'Azur,93,Provence-Alpes-Côte d'Azur,06088,06,Nice,343895,100000 et plus,9307,NICE,500 000-6 000 000,620547
411,L'Etable Cowork Pertuis,137 rue Murette,84120,PERTUIS,84089,Pertuis,http://etable-cowork.fr/,,,Tiers lieux à dominante coworking,43.695185,5.504735,137 Rue Murette 84120 Pertuis,0.92,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,84089,84,Pertuis,19523,5000-20000,9308,AIX-EN-PROVENCE,200 000-500 000,403964
412,Logis des Jeunes de Provence,5 Rue de Mimont,0,CANNES,06029,Cannes,,,,Tiers lieux à dominante coworking,43.555009,7.02001,5 Rue de Mimont 06400 Cannes,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,06029,06,Cannes,73744,50000-100000,9305,CANNES - ANTIBES,200 000-500 000,412606
413,M2K13 - Marseille 3013,58 rue de la République,13002,MARSEILLE,13202,Marseille,,,,Tiers lieux à dominante coworking,43.300715,5.370699,58 Rue de la République 13002 Marseille,0.94,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
414,Morpho Buro,190 Rue Topaze,13510,EGUILLES,13032,Éguilles,http://2015.morphoburo.com,,,Tiers lieux à dominante coworking,43.547587,5.360599,190 Rue Topaze 13510 Éguilles,0.91,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13032,13,Éguilles,7579,5000-20000,9308,AIX-EN-PROVENCE,200 000-500 000,403964
415,PIECEMANQUANTE,191 Boulevard de la Valbarelle,13011,MARSEILLE,13211,Marseille,http://www.piecemanquante.com/,,,Tiers lieux à dominante coworking,43.288624,5.454241,191 Boulevard de la Valbarelle 13011 Marseille,0.95,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
416,Quai9,9 Rue Général Colaud,0,BRIANCON,05023,Briançon,http://www.atelierquai9.com/fr/atelier,,,Tiers lieux à dominante coworking,44.897725,6.635204,9 Rue Général Colaud 05100 Briançon,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,05023,05,Briançon,12392,5000-20000,9303,BRIANÇON,0-50 000,35752
417,REFLETS,14 rue Pasteur,0,Cagnes sur mer,06027,Cagnes-sur-Mer,,,,Tiers lieux à dominante coworking,43.657422,7.145609,14 Rue Pasteur 06800 Cagnes-sur-Mer,0.93,,,1,Métropole Nice Côte d'Azur,93,Provence-Alpes-Côte d'Azur,06027,06,Cagnes-sur-Mer,47811,20000-50000,9307,NICE,500 000-6 000 000,620547
418,SAFI Coworking,20 Rue des Poilus,83470,SAINT-MAXIMIN-LA-SAINTE-BAUME,83116,Saint-Maximin-la-Sainte-Baume,https://www.associationsafi.org/,,,Tiers lieux à dominante coworking,43.455761,5.861891,20 Rue des Poilus 83470 Saint-Maximin-la-Sainte-Baume,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,83116,83,Saint-Maximin-la-Sainte-Baume,15753,5000-20000,9308,AIX-EN-PROVENCE,200 000-500 000,403964
419,Seconde nature,27 Rue du 11 Novembre,13100,AIX-EN-PROVENCE,13001,Aix-en-Provence,http://www.secondenature.org/,,,Tiers lieux à dominante coworking,43.528586,5.443117,27 Rue du 11 Novembre 13100 Aix-en-Provence,0.93,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13001,13,Aix-en-Provence,142149,100000 et plus,9308,AIX-EN-PROVENCE,200 000-500 000,403964
420,Sonuts,2873 Route de Galice,13090,AIX-EN-PROVENCE,13001,Aix-en-Provence,http://www.sonuts-coworking.com/,,,Tiers lieux à dominante coworking,43.527099,5.402996,Route de Galice 13090 Aix-en-Provence,0.83,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13001,13,Aix-en-Provence,142149,100000 et plus,9308,AIX-EN-PROVENCE,200 000-500 000,403964
421,The Camp,550 Rue Denis Papin,13100,AIX-EN-PROVENCE,13001,Aix-en-Provence,https://thecamp.fr/fr,,,Tiers lieux à dominante coworking,43.499276,5.341697,550 Rue Denis Papin 13290 Aix-en-Provence,0.8,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13001,13,Aix-en-Provence,142149,100000 et plus,9308,AIX-EN-PROVENCE,200 000-500 000,403964
422,The Carrosserie,7 Cours Gouffé,13006,MARSEILLE,13206,Marseille,http://www.thecarrosserie.com/,,,Tiers lieux à dominante coworking,43.28627,5.386608,7 Cours Gouffe 13006 Marseille,0.94,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
423,The snoworkers,D1091,0,LA GRAVE,05063,La Grave,http://www.thesnoworkers.com/,,,Tiers lieux à dominante coworking,45.045322,6.305696,La Grave,0.65,,,0,,93,Provence-Alpes-Côte d'Azur,05063,05,La Grave,487,0-5000,9303,BRIANÇON,0-50 000,35752
424,Un jour Ici,601 Avenue de Fréjus,0,MANDELIEU LA NAPOULE,06079,Mandelieu-la-Napoule,http://www.unjourici.fr/,,,Tiers lieux à dominante coworking,43.53465,6.932582,601 Avenue de Fréjus Paul Ricard 06210 Mandelieu-la-Napoule,0.74,,,0,,93,Provence-Alpes-Côte d'Azur,06079,06,Mandelieu-la-Napoule,22696,20000-50000,9305,CANNES - ANTIBES,200 000-500 000,412606
425,Yelloworking,7bis Avenue Saint-Jérôme,13100,AIX-EN-PROVENCE,13001,Aix-en-Provence,http://yelloworking.com/,,,Tiers lieux à dominante coworking,43.52277,5.450532,7 BIS Avenue Saint-Jérôme 13100 Aix-en-Provence,0.88,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13001,13,Aix-en-Provence,142149,100000 et plus,9308,AIX-EN-PROVENCE,200 000-500 000,403964
426,La Grange Numérique,10 Avenue de la République,37300,Joué-lès-Tours,37122,Joué-lès-Tours,http://lagrangenumerique.org/,,,Tiers lieux à dominante coworking,47.356144,0.665393,10 Avenue de la République 37300 Joué-lès-Tours,0.93,,,1,Tours Métropole Val de Loire,24,Centre-Val de Loire,37122,37,Joué-lès-Tours,37748,20000-50000,2412,TOURS,500 000-6 000 000,540869
427,Le Pép'it Lab,5 Bis Rue Montebello,37400,Amboise,37003,Amboise,http://www.cc-valdamboise.fr/plateforme-numerique/,,,Tiers lieux à dominante coworking,47.41169,0.97968,5 BIS Rue Montebello 37400 Amboise,0.92,,,0,,24,Centre-Val de Loire,37003,37,Amboise,13371,5000-20000,2412,TOURS,500 000-6 000 000,540869
428,Le Hub36,2 allée Jean Vaillé,36000,Châteauroux,36044,Châteauroux,https://www.hub36.fr/,,,Tiers lieux à dominante coworking,46.811873,1.675396,2 Allée Jean Vaille 36000 Châteauroux,0.92,,,0,,24,Centre-Val de Loire,36044,36,Châteauroux,44479,20000-50000,2409,CHÂTEAUROUX,100 000-200 000,173714
429,La Cité de l'innovation - CM 101,36 Rue des Bellangeres Bâtiment 22,28630,Le Coudray,28110,Le Coudray,http://www.cm101innovation.fr/,,,Tiers lieux à dominante coworking,48.417107,1.489193,36 Rue des Bellangères 28630 Le Coudray,0.69,,,0,,24,Centre-Val de Loire,28110,28,Le Coudray,4215,0-5000,2404,CHARTRES,200 000-500 000,248493
430,Le Bourges Lab,CCI du CherRue Didier Daurat,18000,Bourges,18033,Bourges,http://bourgeslab.fr/,,,Tiers lieux à dominante coworking,47.063845,2.369478,Rue Didier Daurat 18000 Bourges,0.69,,,0,,24,Centre-Val de Loire,18033,18,Bourges,66528,50000-100000,2401,BOURGES,100 000-200 000,196888
431,FarmLab Les Champs du Possible,2 Route de Mondoucet,28200,Châteaudun,28088,Châteaudun,https://campusleschampsdupossible.com/,,,Tiers lieux à dominante coworking,48.066065,1.325583,2 Route de Mondoucet 28200 Châteaudun,0.92,,,0,,24,Centre-Val de Loire,28088,28,Châteaudun,13264,5000-20000,2405,CHÂTEAUDUN,0-50 000,37247
432,Fablab Loches,rue Viollet-le-Duc,37600,Loches,37132,Loches,http://fablab.sudtourainenumerique.fr/,,,Tiers lieux à dominante coworking,47.136189,0.987196,Rue Viollet le Duc 37600 Loches,0.92,,,0,,24,Centre-Val de Loire,37132,37,Loches,6321,5000-20000,2411,LOCHES,0-50 000,23545
433,Brenne Box,1 place Jean Moulin,36290,Mézières-en-Brenne,36123,Mézières-en-Brenne,https://www.maisondeservicesaupublic.fr/content/brenne-box,,,Tiers lieux à dominante coworking,46.819537,1.209033,1 Place Jean Moulin 36290 Mézières-en-Brenne,0.92,,,0,,24,Centre-Val de Loire,36123,36,Mézières-en-Brenne,1062,0-5000,2409,CHÂTEAUROUX,100 000-200 000,173714
434,BerryLab 36,HEI Campus Centre Châteauroux.2 Allée Jean Vaillé,36000,Châteauroux,36044,Châteauroux,https://www.berrylab36.org/spip.php?rubrique2,,,Tiers lieux à dominante coworking,46.811873,1.675396,2 Allée Jean Vaille 36000 Châteauroux,0.51,,,0,,24,Centre-Val de Loire,36044,36,Châteauroux,44479,20000-50000,2409,CHÂTEAUROUX,100 000-200 000,173714
435,Lab'O,1 avenue du champ de mars.,45074,Orléans,45234,Orléans,http://fablab-orleanais.fr/,,,Tiers lieux à dominante coworking,47.894077,1.894448,1 Avenue du Champ de Mars 45100 Orléans,0.8,,,1,Orléans Métropole,24,Centre-Val de Loire,45234,45,Orléans,114977,100000 et plus,2418,ORLÉANS,200 000-500 000,484851
436,Montargeek - Réseau La Forge,15 Bld Anatole France,45200,M ontargis,45208,Montargis,https://www.laforge45.org/,,,Tiers lieux à dominante coworking,48.001412,2.730656,15 Boulevard Anatole France 45200 Montargis,0.67,,,0,,24,Centre-Val de Loire,45208,45,Montargis,13997,5000-20000,2417,MONTARGIS,100 000-200 000,125908
437,L’Inkub,Rue du 13ème de ligne,58000,Nevers,58194,Nevers,www.linkub.fr/,,,Tiers lieux à dominante coworking,46.992315,3.141468,Rue du 13e de Ligne 58000 Nevers,0.88,,,0,,27,Bourgogne et Franche-Comté,58194,58,Nevers,34485,20000-50000,2606,NEVERS,100 000-200 000,119650
438,La 5D,6 rue de l’étang,90000,Belfort,90010,Belfort,http://www.la5d.fr/la-cinquieme-dimension/,,,Tiers lieux à dominante coworking,47.644114,6.844447,6 Rue de l'Étang 90000 Belfort,0.62,,,0,,27,Bourgogne et Franche-Comté,90010,90,Belfort,49764,20000-50000,4302,BELFORT - MONTBÉLIARD - HÉRICOURT,200 000-500 000,372679
439,La Cordée à Morez,8 rue de l'industrie,39400,Morez,0,Morez,www.la-cordee.net,,,Tiers lieux à dominante coworking,46.522632,6.020368,PLACE A LA MAIN,0.99,,,0,,27,Bourgogne et Franche-Comté,39368,39,Morez,"4940,06266981",0-5000,4307,SAINT-CLAUDE,50 000-100 000,54135
440,Les Docks Numériques,HOPE! 64 E rue de Sully,21000,Dijon,21231,Dijon,www.lesdocks.net/,,,Tiers lieux à dominante coworking,47.315563,5.074019,64 E Rue Sully 21000 Dijon,0.72,,,1,Dijon Métropole,27,Bourgogne et Franche-Comté,21231,21,Dijon,153668,100000 et plus,2603,DIJON,200 000-500 000,431420
441,iBureau Bisontin,4 rue Eugène Savoye,25000,Besançon,25056,Besançon,www.ibureaubisontin.com,,,Tiers lieux à dominante coworking,47.24975,6.022878,4 Rue Eugène Savoye 25000 Besançon,0.94,,,0,,27,Bourgogne et Franche-Comté,25056,25,Besançon,116690,100000 et plus,4301,BESANÇON,200 000-500 000,307052
442,Le Vesseaux-Mère,23 chemin du prieuré .,0,Vesseaux,07339,Vesseaux,www.vesseauxmere.com,,,Tiers lieux à dominante coworking,44.651307,4.440051,23 Chemin du Prieuré 07200 Vesseaux,0.91,,,0,,84,Auvergne et Rhône-Alpes,07339,07,Vesseaux,1823,0-5000,8205,AUBENAS,50 000-100 000,98352
443,La Conciergerie,63 boulevard Gambetta,0,Aubenas,07019,Aubenas,,,,Tiers lieux à dominante coworking,44.619327,4.389575,63 Boulevard Gambetta 07200 Aubenas,0.93,,,0,,84,Auvergne et Rhône-Alpes,07019,07,Aubenas,11917,5000-20000,8205,AUBENAS,50 000-100 000,98352
444,La Bergerie 2.0,18 cours de l'Esplanade,0,Privas,07186,Privas,,,,Tiers lieux à dominante coworking,44.734861,4.597165,18 Cours de l'Esplanade 07000 Privas,0.93,,,0,,84,Auvergne et Rhône-Alpes,07186,07,Privas,8313,5000-20000,8208,VALENCE,200 000-500 000,345779
445,Les 3 Ateliers,La Jaujon.Route de Joyeuse.,0,Lablachère,07117,Lablachère,http://www.lestroisateliers.fr,,,Tiers lieux à dominante coworking,44.464177,4.215075,Route de Joyeuse 07230 Lablachère,0.69,,,0,,84,Auvergne et Rhône-Alpes,07117,07,Lablachère,2054,0-5000,8205,AUBENAS,50 000-100 000,98352
446,Espace ATILA,71 chemin du Bourget.,0,Vernoux-en-Vivarais,07338,Vernoux-en-Vivarais,https://espace-atila.fr/,,,Tiers lieux à dominante coworking,44.895064,4.634212,Chemin de Bourget 07240 Vernoux-en-Vivarais,0.78,,,0,,84,Auvergne et Rhône-Alpes,07338,07,Vernoux-en-Vivarais,1931,0-5000,8208,VALENCE,200 000-500 000,345779
447,Annonay Rhône Agglo Coworking,698 Rue de Vidalon,0,Davézieux,07078,Davézieux,,,,Tiers lieux à dominante coworking,45.254428,4.680141,698 Rue de Vidalon 07430 Davézieux,0.91,,,0,,84,Auvergne et Rhône-Alpes,07010,07,Annonay,16302,5000-20000,8204,ANNONAY,50 000-100 000,52071
448,Poleyrieux,ARIC Industrie,0,Le Cheylard,07064,Le Cheylard,https://www.valeyrieux.fr/au-quotidien/%C3%A9conomie/t%C3%A9l%C3%A9travail-coworking/,,,Tiers lieux à dominante coworking,44.908919,4.436532,Route d'Aric Industrie 07160 Le Cheylard,0.73,,,0,,84,Auvergne et Rhône-Alpes,07064,07,Le Cheylard,3037,0-5000,8208,VALENCE,200 000-500 000,345779
449,ArchiMade Tournon Nord,3 route de Lamastre,0,Tournon-sur-Rhône,07324,Tournon-sur-Rhône,https://www.archeagglo.fr/entreprendre-ici/espace-entreprises-archimade/archimade-tournon-nord/,,,Tiers lieux à dominante coworking,45.071874,4.821383,3 Route de Lamastre 07300 Tournon-sur-Rhône,0.93,,,0,,84,Auvergne et Rhône-Alpes,07324,07,Tournon-sur-Rhône,10558,5000-20000,8208,VALENCE,200 000-500 000,345779
450,Espé'Lib,Parc d'Activités du Vinobre 555 Chemin des Traverses.,0,Lachapelle-sous-Aubenas,07122,Lachapelle-sous-Aubenas,http://www.lespelidou.fr/contact/coordonnees/,,,Tiers lieux à dominante coworking,44.573848,4.375559,555 Chemin des Traverses 07200 Lachapelle-sous-Aubenas,0.6,,,0,,84,Auvergne et Rhône-Alpes,07122,07,Lachapelle-sous-Aubenas,1545,0-5000,8205,AUBENAS,50 000-100 000,98352
451,Anticafé,79 Rue Quincampoix,75003,Paris,75103,Paris,www.anticafe.eu,,,Tiers lieux à dominante coworking,48.862272,2.351069,79 Rue Quincampoix 75003 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
452,Anticafé,10 Rue de Richelieu,75001,Paris,75101,Paris,www.anticafe.eu,,,Tiers lieux à dominante coworking,48.864201,2.336169,10 Rue de Richelieu 75001 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
453,Bastia Coworking,26 Rue du Général Carbuccia,20200,Bastia,0,Bastia,www.bastiacoworking.com,,,Tiers lieux à dominante coworking,42.69562,9.44919,26 Rue Général Carbuccia 20200 Bastia,0.87,,,0,,94,Corse,2B033,2B,Bastia,43331,20000-50000,9404,BASTIA,100 000-200 000,122689
454,BTCoworking,170 Rue Raymond Losserand,75014,Paris,75114,Paris,www.btcoworking.com,,,Tiers lieux à dominante coworking,48.829997,2.310064,170 Rue Raymond Losserand 75014 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
455,Cocoba,Rue Lekueder - ZI des Jonceaux,64700,Hendaye,64260,Hendaye,www.cocoba.work,,,Tiers lieux à dominante coworking,43.345959,-1.772611,ZI DES JONCAUX 64700 Hendaye,0.57,,,0,,75,Nouvelle Aquitaine,64260,64,Hendaye,16783,5000-20000,7212,BAYONNE,200 000-500 000,327934
456,Cocotte Minute,19 Rue Jean Jacques Rousseau,33340,Lesparre-Médoc,33240,Lesparre-Médoc,www.cocotte-minute.info,,,Tiers lieux à dominante coworking,45.306843,-0.939678,19 Rue Jean Jacques Rousseau 33340 Lesparre-Médoc,0.93,,,0,,75,Nouvelle Aquitaine,33240,33,Lesparre-Médoc,5604,5000-20000,7206,PAUILLAC,50 000-100 000,50220
457,CoopWorking,1 Avenue de l'Angevinière,44800,Saint-Herblain,44162,Saint-Herblain,www.coopworking-nantes.coop,,,Tiers lieux à dominante coworking,47.24525,-1.606997,1 Avenue de l'Angevinière 44800 Saint-Herblain,0.93,,,1,Nantes Métropole,52,Pays de la Loire,44162,44,Saint-Herblain,44337,20000-50000,5203,NANTES,500 000-6 000 000,1061271
458,Coswos,31 Rue de l'Argenterie,34000,Montpellier,34172,Montpellier,www.coswos.fr,,,Tiers lieux à dominante coworking,43.608415,3.877663,31 Rue de l'Argenterie 34000 Montpellier,0.94,,,1,Montpellier Méditerranée Métropole,76,Occitanie,34172,34,Montpellier,275318,100000 et plus,9111,MONTPELLIER,500 000-6 000 000,664066
459,Cowork in the City,27 Rue des Laitières,94300,Vincennes,94080,Vincennes,www.coworkinthecity.fr,,,Tiers lieux à dominante coworking,48.847328,2.423496,27 Rue des Laitières 94300 Vincennes,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,94080,94,Vincennes,49136,20000-50000,1101,PARIS,500 000-6 000 000,5981175
460,CoworkCube,20 Cours Saint-Vincent,92130,Issy-les-Moulineaux,92040,Issy-les-Moulineaux,www.lecube.comfr,,,Tiers lieux à dominante coworking,48.81975,2.253492,20 Cours Saint-Vincent 92130 Issy-les-Moulineaux,0.92,,,1,Métropole du Grand Paris,11,Île-de-France,92040,92,Issy-les-Moulineaux,67360,50000-100000,1101,PARIS,500 000-6 000 000,5981175
461,Coworking 78,2 Rue Louis Blériot,78130,Les Mureaux,78440,Les Mureaux,www.coworking78.fr,,,Tiers lieux à dominante coworking,48.975628,1.916634,2 Rue Louis Blériot 78130 Les Mureaux,0.91,,,0,,11,Île-de-France,78440,78,Les Mureaux,31647,20000-50000,1111,POISSY,200 000-500 000,247490
462,Coworking Bordeaux,180 Rue Judaïque,33000,Bordeaux,33063,Bordeaux,www.coworking-bordeaux.fr,,,Tiers lieux à dominante coworking,44.840695,-0.592585,180 Rue Judaïque 33000 Bordeaux,0.95,,,1,Bordeaux Métropole,75,Nouvelle Aquitaine,33063,33,Bordeaux,246586,100000 et plus,7204,BORDEAUX,500 000-6 000 000,1271647
463,Coworking Epinal,5 Allée six,88150,Thaon-les-Vosges,88465,Thaon-les-Vosges,www.coworking-epinal.com,,,Tiers lieux à dominante coworking,48.247438,6.423565,Rue d'Alsace (thaon-les-vosges) 88150 Capavenir Vosges,0.51,,,0,,44,Grand Est,88465,88,Thaon-les-Vosges,"7888,90885044",5000-20000,4112,ÉPINAL,100 000-200 000,163151
464,Coworking Rodez,4 Boulevard Gambetta,12000,Rodez,12202,Rodez,www.coworking-rodez.fr,,,Tiers lieux à dominante coworking,44.350382,2.573387,4 Boulevard Gambetta 12000 Rodez,0.94,,,0,,76,Occitanie,12202,12,Rodez,24088,20000-50000,7304,RODEZ,100 000-200 000,176095
